10.0, 0.8207072934121175
14.0, 0.7574425233514845
18.0, 0.7358591170953143
22.0, 0.7250664179753034
26.0, 0.7186095484892747
30.0, 0.714318280517081
34.0, 0.7112615811945107
38.0, 0.708974524425465
42.0, 0.7071993275586794
46.0, 0.7057816500291216
50.0, 0.704623478783287
54.0, 0.7036595987756964
58.0, 0.7028449419704281
62.0, 0.7021473696314049
66.0, 0.7015433485632493
70.0, 0.7010152529241855
74.0, 0.7005496209085762
78.0, 0.7001359941527576
82.0, 0.6997661246843497
86.0, 0.6994334204691162
90.0, 0.6991325498292618
94.0, 0.6988591540581974
98.0, 0.6986096352202718
102.0, 0.698380997151586
106.0, 0.698170724728265
110.0, 0.6979766910736548
114.0, 0.6977970854430036
118.0, 0.6976303566034902
122.0, 0.6974751679601772
126.0, 0.6973303616805226
130.0, 0.69719492978064
134.0, 0.697067990646801
138.0, 0.6969487698365557
142.0, 0.6968365842763184
146.0, 0.6967308291745826
150.0, 0.6966309671215196
154.0, 0.6965365189604152
158.0, 0.6964470561038195
162.0, 0.6963621940345527
166.0, 0.6962815867837601
170.0, 0.6962049222188647
174.0, 0.6961319180061447
178.0, 0.6960623181378868
182.0, 0.6959958899341235
186.0, 0.6959324214449697
190.0, 0.6958717191924917
194.0, 0.6958136062014272
198.0, 0.6957579202765662
202.0, 0.695704512491477
206.0, 0.6956532458589372
210.0, 0.6956039941580899
214.0, 0.6955566408971785
218.0, 0.6955110783939312
222.0, 0.6954672069583103
226.0, 0.6954249341645777
230.0, 0.6953841742014961
234.0, 0.6953448472910476
238.0, 0.6953068791673929
242.0, 0.6952702006089034
246.0, 0.6952347470170767
250.0, 0.6952004580369338
254.0, 0.6951672772142178
258.0, 0.6951351516852879
262.0, 0.6951040318961375
266.0, 0.6950738713473904
270.0, 0.6950446263625111
274.0, 0.6950162558768108
278.0, 0.694988721245094
282.0, 0.6949619860660603
286.0, 0.6949360160217788
290.0, 0.6949107787307469
294.0, 0.694886243613215
298.0, 0.6948623817675952
302.0, 0.6948391658569034
306.0, 0.6948165700043013
